nagyobbakban	nagy	Afc-p2	1
ünnepélyesebbé	ünnepélyes	Afc-sn------s	13
személyesebbé	személyes	Afc-sn------s	13
ridegebbé	rideg	Afc-sn------s	13
nőiesebbé	nőies	Afc-sn------s	13
műveltebbé	művelt	Afc-sn------s	13
￼	￼	Afc-sn----p1	1
￼	￼	Afc-sn----p1p	1
￼	￼	Afc-sn----p1s	1
￼	￼	Afc-sn----p2	1
￼	￼	Afc-sn----p2p	1
￼	￼	Afc-sn----p2s	1
￼	￼	Afc-sn----p3	1
￼	￼	Afc-sn----p3p	1
￼	￼	Afc-sn----p3s	1
￼	￼	Afc-sn----s1	1
￼	￼	Afc-sn----s1p	1
￼	￼	Afc-sn----s1s	1
￼	￼	Afc-sn----s2	1
￼	￼	Afc-sn----s2p	1
￼	￼	Afc-sn----s2s	1
￼	￼	Afc-sn----s3	1
￼	￼	Afc-sn----s3p	1
￼	￼	Afc-sn----s3s	1
tökéletesebben	tökéletes	Afc-sp	27
szívesebben	szíves	Afc-sp	27
szerényebben	szerény	Afc-sp	27
szelídebben	szelíd	Afc-sp	27
szélesebben	széles	Afc-sp	27
￼	￼	Afc-sp------p	1
￼	￼	Afc-sp------s	1
￼	￼	Afc-sp----p1	1
￼	￼	Afc-sp----p1p	1
￼	￼	Afc-sp----p1s	1
￼	￼	Afc-sp----p2	1
￼	￼	Afc-sp----p2p	1
￼	￼	Afc-sp----p2s	1
￼	￼	Afc-sp----p3	1
￼	￼	Afc-sp----p3p	1
￼	￼	Afc-sp----p3s	1
￼	￼	Afc-sp----s1	1
￼	￼	Afc-sp----s1p	1
￼	￼	Afc-sp----s1s	1
￼	￼	Afc-sp----s2	1
￼	￼	Afc-sp----s2p	1
￼	￼	Afc-sp----s2s	1
￼	￼	Afc-sp----s3	1
￼	￼	Afc-sp----s3p	1
￼	￼	Afc-sp----s3s	1
￼	￼	Afc-sq	1
￼	￼	Afc-sq------p	1
￼	￼	Afc-sq------s	1
￼	￼	Afc-sq----p1	1
￼	￼	Afc-sq----p1p	1
￼	￼	Afc-sq----p1s	1
￼	￼	Afc-sq----p2	1
￼	￼	Afc-sq----p2p	1
￼	￼	Afc-sq----p2s	1
￼	￼	Afc-sq----p3	1
￼	￼	Afc-sq----p3p	1
￼	￼	Afc-sq----p3s	1
￼	￼	Afc-sq----s1	1
￼	￼	Afc-sq----s1p	1
￼	￼	Afc-sq----s1s	1
￼	￼	Afc-sq----s2	1
￼	￼	Afc-sq----s2p	1
￼	￼	Afc-sq----s2s	1
￼	￼	Afc-sq----s3	1
￼	￼	Afc-sq----s3p	1
￼	￼	Afc-sq----s3s	1
szükségesebbre	szükséges	Afc-ss	10
pontosabbra	pontos	Afc-ss	10
nagyobbra	nagy	Afc-ss	10
messzibbre	messzi	Afc-ss	10
mélyebbre	mély	Afc-ss	10
￼	￼	Afc-ss------p	1
￼	￼	Afc-ss------s	1
￼	￼	Afc-ss----p1	1
￼	￼	Afc-ss----p1p	1
￼	￼	Afc-ss----p1s	1
￼	￼	Afc-ss----p2	1
￼	￼	Afc-ss----p2p	1
￼	￼	Afc-ss----p2s	1
￼	￼	Afc-ss----p3	1
￼	￼	Afc-ss----p3p	1
￼	￼	Afc-ss----p3s	1
￼	￼	Afc-ss----s1	1
￼	￼	Afc-ss----s1p	1
￼	￼	Afc-ss----s1s	1
￼	￼	Afc-ss----s2	1
￼	￼	Afc-ss----s2p	1
￼	￼	Afc-ss----s2s	1
￼	￼	Afc-ss----s3	1
￼	￼	Afc-ss----s3p	1
￼	￼	Afc-ss----s3s	1
￼	￼	Afc-st	1
￼	￼	Afc-st------p	1
￼	￼	Afc-st------s	1
￼	￼	Afc-st----p1	1
￼	￼	Afc-st----p1p	1
￼	￼	Afc-st----p1s	1
￼	￼	Afc-st----p2	1
￼	￼	Afc-st----p2p	1
￼	￼	Afc-st----p2s	1
￼	￼	Afc-st----p3	1
￼	￼	Afc-st----p3p	1
￼	￼	Afc-st----p3s	1
￼	￼	Afc-st----s1	1
￼	￼	Afc-st----s1p	1
￼	￼	Afc-st----s1s	1
￼	￼	Afc-st----s2	1
￼	￼	Afc-st----s2p	1
￼	￼	Afc-st----s2s	1
￼	￼	Afc-st----s3	1
￼	￼	Afc-st----s3p	1
￼	￼	Afc-st----s3s	1
￼	￼	Afc-su	1
￼	￼	Afc-su------p	1
￼	￼	Afc-su------s	1
￼	￼	Afc-su----p1	1
￼	￼	Afc-su----p1p	1
￼	￼	Afc-su----p1s	1
￼	￼	Afc-su----p2	1
￼	￼	Afc-su----p2p	1
￼	￼	Afc-su----p2s	1
￼	￼	Afc-su----p3	1
￼	￼	Afc-su----p3p	1
￼	￼	Afc-su----p3s	1
￼	￼	Afc-su----s1	1
￼	￼	Afc-su----s1p	1
￼	￼	Afc-su----s1s	1
￼	￼	Afc-su----s2	1
￼	￼	Afc-su----s2p	1
￼	￼	Afc-su----s2s	1
￼	￼	Afc-su----s3	1
￼	￼	Afc-su----s3p	1
￼	￼	Afc-su----s3s	1
világosabban	világos	Afc-sw	58
újabban	új	Afc-sw	58
tökéletesebben	tökéletes	Afc-sw	58
tárgyilagosabban	tárgyilagos	Afc-sw	58
szorosabban	szoros	Afc-sw	58
￼	￼	Afc-sw------p	1
￼	￼	Afc-sw------s	1
￼	￼	Afc-sw----p1	1
￼	￼	Afc-sw----p1p	1
￼	￼	Afc-sw----p1s	1
￼	￼	Afc-sw----p2	1
￼	￼	Afc-sw----p2p	1
￼	￼	Afc-sw----p2s	1
￼	￼	Afc-sw----p3	1
￼	￼	Afc-sw----p3p	1
￼	￼	Afc-sw----p3s	1
￼	￼	Afc-sw----s1	1
￼	￼	Afc-sw----s1p	1
￼	￼	Afc-sw----s1s	1
￼	￼	Afc-sw----s2	1
￼	￼	Afc-sw----s2p	1
￼	￼	Afc-sw----s2s	1
￼	￼	Afc-sw----s3	1
￼	￼	Afc-sw----s3p	1
￼	￼	Afc-sw----s3s	1
kevesebbe	kevés	Afc-sx	2
esendőségbe	esendő	Afc-sx	2
￼	￼	Afc-sx------p	1
￼	￼	Afc-sx------s	1
￼	￼	Afc-sx----p1	1
￼	￼	Afc-sx----p1p	1
￼	￼	Afc-sx----p1s	1
￼	￼	Afc-sx----p2	1
￼	￼	Afc-sx----p2p	1
￼	￼	Afc-sx----p2s	1
￼	￼	Afc-sx----p3	1
￼	￼	Afc-sx----p3p	1
￼	￼	Afc-sx----p3s	1
￼	￼	Afc-sx----s1	1
￼	￼	Afc-sx----s1p	1
￼	￼	Afc-sx----s1s	1
￼	￼	Afc-sx----s2	1
￼	￼	Afc-sx----s2p	1
￼	￼	Afc-sx----s2s	1
￼	￼	Afc-sx----s3	1
￼	￼	Afc-sx----s3p	1
￼	￼	Afc-sx----s3s	1
ünnepélyesebbé	ünnepélyes	Afc-sy	24
talányosabbá	talányos	Afc-sy	24
személyesebbé	személyes	Afc-sy	24
súlyosabbá	súlyos	Afc-sy	24
ridegebbé	rideg	Afc-sy	24
￼	￼	Afc-sy------p	1
￼	￼	Afc-sy------s	1
￼	￼	Afc-sy----p1	1
￼	￼	Afc-sy----p1p	1
￼	￼	Afc-sy----p1s	1
￼	￼	Afc-sy----p2	1
￼	￼	Afc-sy----p2p	1
￼	￼	Afc-sy----p2s	1
￼	￼	Afc-sy----p3	1
￼	￼	Afc-sy----p3p	1
￼	￼	Afc-sy----p3s	1
￼	￼	Afc-sy----s1	1
￼	￼	Afc-sy----s1p	1
￼	￼	Afc-sy----s1s	1
￼	￼	Afc-sy----s2	1
￼	￼	Afc-sy----s2p	1
￼	￼	Afc-sy----s2s	1
￼	￼	Afc-sy----s3	1
￼	￼	Afc-sy----s3p	1
￼	￼	Afc-sy----s3s	1
szőttesekben	szőttes	Afp-p2	10
prolikban	proli	Afp-p2	10
mosdókban	mosdó	Afp-p2	10
mélyhűtőkben	mélyhűtő	Afp-p2	10
másokban	más	Afp-p2	10
￼	￼	Afp-p2------p	1
￼	￼	Afp-p2------s	1
￼	￼	Afp-p2----p1	1
￼	￼	Afp-p2----p1p	1
￼	￼	Afp-p2----p1s	1
￼	￼	Afp-p2----p2	1
￼	￼	Afp-p2----p2p	1
￼	￼	Afp-p2----p2s	1
￼	￼	Afp-p2----p3	1
￼	￼	Afp-p2----p3p	1
￼	￼	Afp-p2----p3s	1
￼	￼	Afp-p2----s1	1
￼	￼	Afp-p2----s1p	1
￼	￼	Afp-p2----s1s	1
￼	￼	Afp-p2----s2	1
￼	￼	Afp-p2----s2p	1
￼	￼	Afp-p2----s2s	1
útvesztőiben	útvesztő	Afp-p2----s3	3
üdülőiben	üdülő	Afp-p2----s3	3
fordulóiban	forduló	Afp-p2----s3	3
￼	￼	Afp-p2----s3p	1
￼	￼	Afp-p2----s3s	1
vállalkozóknál	vállalkozó	Afp-p3	11
önöknél	ön	Afp-p3	11
munkaadóknál	munkaadó	Afp-p3	11
másoknál	más	Afp-p3	11
közalkalmazottaknál	közalkalmazott	Afp-p3	11
￼	￼	Afp-p3------p	1
￼	￼	Afp-p3------s	1
￼	￼	Afp-p3----p1	1
￼	￼	Afp-p3----p1p	1
￼	￼	Afp-p3----p1s	1
￼	￼	Afp-p3----p2	1
￼	￼	Afp-p3----p2p	1
￼	￼	Afp-p3----p2s	1
￼	￼	Afp-p3----p3	1
￼	￼	Afp-p3----p3p	1
￼	￼	Afp-p3----p3s	1
￼	￼	Afp-p3----s1	1
￼	￼	Afp-p3----s1p	1
￼	￼	Afp-p3----s1s	1
￼	￼	Afp-p3----s2	1
￼	￼	Afp-p3----s2p	1
￼	￼	Afp-p3----s2s	1
határátkelőinél	határátkelő	Afp-p3----s3	1
￼	￼	Afp-p3----s3p	1
￼	￼	Afp-p3----s3s	1
tettekig	tett	Afp-p9	1
￼	￼	Afp-p9------p	1
￼	￼	Afp-p9------s	1
￼	￼	Afp-p9----p1	1
￼	￼	Afp-p9----p1p	1
￼	￼	Afp-p9----p1s	1
￼	￼	Afp-p9----p2	1
￼	￼	Afp-p9----p2p	1
￼	￼	Afp-p9----p2s	1
￼	￼	Afp-p9----p3	1
￼	￼	Afp-p9----p3p	1
￼	￼	Afp-p9----p3s	1
￼	￼	Afp-p9----s1	1
￼	￼	Afp-p9----s1p	1
￼	￼	Afp-p9----s1s	1
￼	￼	Afp-p9----s2	1
￼	￼	Afp-p9----s2p	1
￼	￼	Afp-p9----s2s	1
￼	￼	Afp-p9----s3	1
￼	￼	Afp-p9----s3p	1
￼	￼	Afp-p9----s3s	1
zsidókat	zsidó	Afp-pa	137
vörösöket	vörös	Afp-pa	137
vontatókat	vontató	Afp-pa	137
virágszedőket	virágszedő	Afp-pa	137
vezetőket	vezető	Afp-pa	137
￼	￼	Afp-pa------p	1
másokét	más	Afp-pa------s	3
kicsikét	kicsi	Afp-pa------s	3
keletiekét	keleti	Afp-pa------s	3
￼	￼	Afp-pa----p1	1
￼	￼	Afp-pa----p1p	1
￼	￼	Afp-pa----p1s	1
￼	￼	Afp-pa----p2	1
￼	￼	Afp-pa----p2p	1
￼	￼	Afp-pa----p2s	1
tetteiket	tett	Afp-pa----p3	4
kutyáikat	kutya	Afp-pa----p3	4
képviselőiket	képviselő	Afp-pa----p3	4
ingatlanjaikat	ingatlan	Afp-pa----p3	4
￼	￼	Afp-pa----p3p	1
￼	￼	Afp-pa----p3s	1
függőimet	függő	Afp-pa----s1	1
￼	￼	Afp-pa----s1p	1
￼	￼	Afp-pa----s1s	1
￼	￼	Afp-pa----s2	1
￼	￼	Afp-pa----s2p	1
￼	￼	Afp-pa----s2s	1
visszavágóit	visszavágó	Afp-pa----s3	25
villanyégőit	villanyégő	Afp-pa----s3	25
vezetőit	vezető	Afp-pa----s3	25
tolvajait	tolvaj	Afp-pa----s3	25
tisztviselőit	tisztviselő	Afp-pa----s3	25
￼	￼	Afp-pa----s3p	1
￼	￼	Afp-pa----s3s	1
vásárlóktól	vásárló	Afp-pb	22
utóbbiaktól	utóbbi	Afp-pb	22
utasoktól	utas	Afp-pb	22
szülőktől	szülő	Afp-pb	22
szomszédoktól	szomszéd	Afp-pb	22
￼	￼	Afp-pb------p	1
külföldiekétől	külföldi	Afp-pb------s	1
￼	￼	Afp-pb----p1	1
￼	￼	Afp-pb----p1p	1
￼	￼	Afp-pb----p1s	1
￼	￼	Afp-pb----p2	1
￼	￼	Afp-pb----p2p	1
￼	￼	Afp-pb----p2s	1
￼	￼	Afp-pb----p3	1
￼	￼	Afp-pb----p3p	1
￼	￼	Afp-pb----p3s	1
￼	￼	Afp-pb----s1	1
￼	￼	Afp-pb----s1p	1
￼	￼	Afp-pb----s1s	1
￼	￼	Afp-pb----s2	1
￼	￼	Afp-pb----s2p	1
￼	￼	Afp-pb----s2s	1
vezetőitől	vezető	Afp-pb----s3	3
illetékeseitől	illetékes	Afp-pb----s3	3
hordozóitól	hordozó	Afp-pb----s3	3
￼	￼	Afp-pb----s3p	1
￼	￼	Afp-pb----s3s	1
történtekért	történt	Afp-pc	4
tanyaiakért	tanyai	Afp-pc	4
sertésekért	sertés	Afp-pc	4
labdarúgókért	labdarúgó	Afp-pc	4
￼	￼	Afp-pc------p	1
másokéért	más	Afp-pc------s	1
￼	￼	Afp-pc----p1	1
￼	￼	Afp-pc----p1p	1
￼	￼	Afp-pc----p1s	1
￼	￼	Afp-pc----p2	1
￼	￼	Afp-pc----p2p	1
￼	￼	Afp-pc----p2s	1
￼	￼	Afp-pc----p3	1
￼	￼	Afp-pc----p3p	1
￼	￼	Afp-pc----p3s	1
￼	￼	Afp-pc----s1	1
￼	￼	Afp-pc----s1p	1
￼	￼	Afp-pc----s1s	1
￼	￼	Afp-pc----s2	1
￼	￼	Afp-pc----s2p	1
￼	￼	Afp-pc----s2s	1
szerelőiért	szerelő	Afp-pc----s3	1
￼	￼	Afp-pc----s3p	1
￼	￼	Afp-pc----s3s	1
vörösöknek	vörös	Afp-pd	92
vizsgálódóknak	vizsgálódó	Afp-pd	92
vevőknek	vevő	Afp-pd	92
végzőknek	végző	Afp-pd	92
vásárlóknak	vásárló	Afp-pd	92
￼	￼	Afp-pd------p	1
készültekének	készült	Afp-pd------s	1
￼	￼	Afp-pd----p1	1
￼	￼	Afp-pd----p1p	1
￼	￼	Afp-pd----p1s	1
￼	￼	Afp-pd----p2	1
￼	￼	Afp-pd----p2p	1
￼	￼	Afp-pd----p2s	1
￼	￼	Afp-pd----p3	1
￼	￼	Afp-pd----p3p	1
￼	￼	Afp-pd----p3s	1
￼	￼	Afp-pd----s1	1
￼	￼	Afp-pd----s1p	1
￼	￼	Afp-pd----s1s	1
￼	￼	Afp-pd----s2	1
￼	￼	Afp-pd----s2p	1
￼	￼	Afp-pd----s2s	1
vezetőinek	vezető	Afp-pd----s3	26
vallatóinak	vallató	Afp-pd----s3	26
úttörőiről	úttörő	Afp-pd----s3	26
tisztségviselőinek	tisztségviselő	Afp-pd----s3	26
szerkesztőinek	szerkesztő	Afp-pd----s3	26
￼	￼	Afp-pd----s3p	1
￼	￼	Afp-pd----s3s	1
utóbbiakból	utóbbi	Afp-pe	18
újságírókból	újságíró	Afp-pe	18
ügyintézőkből	ügyintéző	Afp-pe	18
tudósokból	tudós	Afp-pe	18
tanítókból	tanító	Afp-pe	18
￼	￼	Afp-pe------p	1
￼	￼	Afp-pe------s	1
￼	￼	Afp-pe----p1	1
￼	￼	Afp-pe----p1p	1
￼	￼	Afp-pe----p1s	1
￼	￼	Afp-pe----p2	1
￼	￼	Afp-pe----p2p	1
￼	￼	Afp-pe----p2s	1
￼	￼	Afp-pe----p3	1
￼	￼	Afp-pe----p3p	1
￼	￼	Afp-pe----p3s	1
￼	￼	Afp-pe----s1	1
￼	￼	Afp-pe----s1p	1
￼	￼	Afp-pe----s1s	1
￼	￼	Afp-pe----s2	1
￼	￼	Afp-pe----s2p	1
￼	￼	Afp-pe----s2s	1
képviselőiből	képviselő	Afp-pe----s3	3
hízóiból	hízó	Afp-pe----s3	3
dolgozóiból	dolgozó	Afp-pe----s3	3
￼	￼	Afp-pe----s3p	1
￼	￼	Afp-pe----s3s	1
￼	￼	Afp-pf	1
￼	￼	Afp-pf------p	1
￼	￼	Afp-pf------s	1
￼	￼	Afp-pf----p1	1
￼	￼	Afp-pf----p1p	1
￼	￼	Afp-pf----p1s	1
￼	￼	Afp-pf----p2	1
￼	￼	Afp-pf----p2p	1
￼	￼	Afp-pf----p2s	1
￼	￼	Afp-pf----p3	1
￼	￼	Afp-pf----p3p	1
￼	￼	Afp-pf----p3s	1
￼	￼	Afp-pf----s1	1
￼	￼	Afp-pf----s1p	1
￼	￼	Afp-pf----s1s	1
￼	￼	Afp-pf----s2	1
￼	￼	Afp-pf----s2p	1
￼	￼	Afp-pf----s2s	1
gondozóiként	gondozó	Afp-pf----s3	1
￼	￼	Afp-pf----s3p	1
￼	￼	Afp-pf----s3s	1
￼	￼	Afp-pg	1
￼	￼	Afp-pg------p	1
￼	￼	Afp-pg------s	1
￼	￼	Afp-pg----p1	1
￼	￼	Afp-pg----p1p	1
￼	￼	Afp-pg----p1s	1
￼	￼	Afp-pg----p2	1
￼	￼	Afp-pg----p2p	1
￼	￼	Afp-pg----p2s	1
￼	￼	Afp-pg----p3	1
￼	￼	Afp-pg----p3p	1
￼	￼	Afp-pg----p3s	1
￼	￼	Afp-pg----s1	1
￼	￼	Afp-pg----s1p	1
￼	￼	Afp-pg----s1s	1
￼	￼	Afp-pg----s2	1
￼	￼	Afp-pg----s2p	1
￼	￼	Afp-pg----s2s	1
￼	￼	Afp-pg----s3	1
￼	￼	Afp-pg----s3p	1
￼	￼	Afp-pg----s3s	1
zsidókról	zsidó	Afp-ph	10
történtekről	történt	Afp-ph	10
prolikról	proli	Afp-ph	10
lakókról	lakó	Afp-ph	10
kiküldöttekről	kiküldött	Afp-ph	10
￼	￼	Afp-ph------p	1
￼	￼	Afp-ph------s	1
￼	￼	Afp-ph----p1	1
￼	￼	Afp-ph----p1p	1
￼	￼	Afp-ph----p1s	1
￼	￼	Afp-ph----p2	1
￼	￼	Afp-ph----p2p	1
￼	￼	Afp-ph----p2s	1
íróikról	író	Afp-ph----p3	2
hozzátartozóikról	hozzátartozó	Afp-ph----p3	2
￼	￼	Afp-ph----p3p	1
￼	￼	Afp-ph----p3s	1
￼	￼	Afp-ph----s1	1
￼	￼	Afp-ph----s1p	1
￼	￼	Afp-ph----s1s	1
￼	￼	Afp-ph----s2	1
￼	￼	Afp-ph----s2p	1
￼	￼	Afp-ph----s2s	1
ismerőseiről	ismerős	Afp-ph----s3	1
￼	￼	Afp-ph----s3p	1
￼	￼	Afp-ph----s3s	1
zsugoriakkal	zsugori	Afp-pi	70
ukránokkal	ukrán	Afp-pi	70
tulajdonosakkal	tulajdonos	Afp-pi	70
törülközőkkel	törülköző	Afp-pi	70
többiekkel	többi	Afp-pi	70
￼	￼	Afp-pi------p	1
￼	￼	Afp-pi------s	1
elnyomóinkkal	elnyomó	Afp-pi----p1	1
￼	￼	Afp-pi----p1p	1
￼	￼	Afp-pi----p1s	1
￼	￼	Afp-pi----p2	1
￼	￼	Afp-pi----p2p	1
￼	￼	Afp-pi----p2s	1
marokszedőikkel	marokszedő	Afp-pi----p3	3
kocsisaikkal	kocsis	Afp-pi----p3	3
hozzátartozóikkal	hozzátartozó	Afp-pi----p3	3
￼	￼	Afp-pi----p3p	1
￼	￼	Afp-pi----p3s	1
￼	￼	Afp-pi----s1	1
￼	￼	Afp-pi----s1p	1
￼	￼	Afp-pi----s1s	1
￼	￼	Afp-pi----s2	1
￼	￼	Afp-pi----s2p	1
￼	￼	Afp-pi----s2s	1
vezetőivel	vezető	Afp-pi----s3	8
tisztségviselőivel	tisztségviselő	Afp-pi----s3	8
rendezőivel	rendező	Afp-pi----s3	8
lovasaival	lovas	Afp-pi----s3	8
kutyáival	kutya	Afp-pi----s3	8
￼	￼	Afp-pi----s3p	1
￼	￼	Afp-pi----s3s	1
￼	￼	Afp-pm	1
￼	￼	Afp-pm------p	1
￼	￼	Afp-pm------s	1
￼	￼	Afp-pm----p1	1
￼	￼	Afp-pm----p1p	1
￼	￼	Afp-pm----p1s	1
￼	￼	Afp-pm----p2	1
￼	￼	Afp-pm----p2p	1
￼	￼	Afp-pm----p2s	1
￼	￼	Afp-pm----p3	1
￼	￼	Afp-pm----p3p	1
￼	￼	Afp-pm----p3s	1
￼	￼	Afp-pm----s1	1
￼	￼	Afp-pm----s1p	1
￼	￼	Afp-pm----s1s	1
￼	￼	Afp-pm----s2	1
￼	￼	Afp-pm----s2p	1
￼	￼	Afp-pm----s2s	1
￼	￼	Afp-pm----s3	1
￼	￼	Afp-pm----s3p	1
￼	￼	Afp-pm----s3s	1
zupások	zupás	Afp-pn	1128
zuhantak	zuhant	Afp-pn	1128
zugárusok	zugárus	Afp-pn	1128
zsugoriak	zsugori	Afp-pn	1128
zsúfoltak	zsúfolt	Afp-pn	1128
￼	￼	Afp-pn------p	1
többieké	többi	Afp-pn------s	6
proliké	proli	Afp-pn------s	6
másoké	más	Afp-pn------s	6
kelet-budapestieké	kelet-budapesti	Afp-pn------s	6
kapitalistáké	kapitalista	Afp-pn------s	6
vezetőink	vezető	Afp-pn----p1	1
￼	￼	Afp-pn----p1p	1
￼	￼	Afp-pn----p1s	1
￼	￼	Afp-pn----p2	1
￼	￼	Afp-pn----p2p	1
￼	￼	Afp-pn----p2s	1
választóik	választó	Afp-pn----p3	7
tulajdonosaik	tulajdonos	Afp-pn----p3	7
pengőik	pengő	Afp-pn----p3	7
kezelőik	kezelő	Afp-pn----p3	7
intézőik	intéző	Afp-pn----p3	7
￼	￼	Afp-pn----p3p	1
￼	￼	Afp-pn----p3s	1
gyöngéim	gyönge	Afp-pn----s1	1
￼	￼	Afp-pn----s1p	1
￼	￼	Afp-pn----s1s	1
￼	￼	Afp-pn----s2	1
￼	￼	Afp-pn----s2p	1
￼	￼	Afp-pn----s2s	1
zökkenői	zökkenő	Afp-pn----s3	96
vezetői	vezető	Afp-pn----s3	96
vezérigazgatói	vezérigazgató	Afp-pn----s3	96
vevői	vevő	Afp-pn----s3	96
védői	védő	Afp-pn----s3	96
￼	￼	Afp-pn----s3p	1
￼	￼	Afp-pn----s3s	1
többieken	többi	Afp-pp	11
szenvedőkön	szenvedő	Afp-pp	11
szegényeken	szegény	Afp-pp	11
szántásokon	szántás	Afp-pp	11
legelőkön	legelő	Afp-pp	11
￼	￼	Afp-pp------p	1
￼	￼	Afp-pp------s	1
￼	￼	Afp-pp----p1	1
￼	￼	Afp-pp----p1p	1
￼	￼	Afp-pp----p1s	1
￼	￼	Afp-pp----p2	1
￼	￼	Afp-pp----p2p	1
￼	￼	Afp-pp----p2s	1
￼	￼	Afp-pp----p3	1
￼	￼	Afp-pp----p3p	1
￼	￼	Afp-pp----p3s	1
￼	￼	Afp-pp----s1	1
￼	￼	Afp-pp----s1p	1
￼	￼	Afp-pp----s1s	1
￼	￼	Afp-pp----s2	1
￼	￼	Afp-pp----s2p	1
￼	￼	Afp-pp----s2s	1
találkozóin	találkozó	Afp-pp----s3	3
szűrőin	szűrő	Afp-pp----s3	3
buktatóin	buktató	Afp-pp----s3	3
￼	￼	Afp-pp----s3p	1
￼	￼	Afp-pp----s3s	1
￼	￼	Afp-pq	1
￼	￼	Afp-pq------p	1
￼	￼	Afp-pq------s	1
￼	￼	Afp-pq----p1	1
￼	￼	Afp-pq----p1p	1
￼	￼	Afp-pq----p1s	1
￼	￼	Afp-pq----p2	1
￼	￼	Afp-pq----p2p	1
￼	￼	Afp-pq----p2s	1
￼	￼	Afp-pq----p3	1
￼	￼	Afp-pq----p3p	1
￼	￼	Afp-pq----p3s	1
￼	￼	Afp-pq----s1	1
￼	￼	Afp-pq----s1p	1
￼	￼	Afp-pq----s1s	1
￼	￼	Afp-pq----s2	1
￼	￼	Afp-pq----s2p	1
￼	￼	Afp-pq----s2s	1
￼	￼	Afp-pq----s3	1
￼	￼	Afp-pq----s3p	1
￼	￼	Afp-pq----s3s	1
zsidókra	zsidó	Afp-ps	22
vezetőkre	vezető	Afp-ps	22
vásárlókra	vásárló	Afp-ps	22
tudósokra	tudós	Afp-ps	22
szülőkre	szülő	Afp-ps	22
￼	￼	Afp-ps------p	1
￼	￼	Afp-ps------s	1
￼	￼	Afp-ps----p1	1
￼	￼	Afp-ps----p1p	1
￼	￼	Afp-ps----p1s	1
￼	￼	Afp-ps----p2	1
￼	￼	Afp-ps----p2p	1
￼	￼	Afp-ps----p2s	1
￼	￼	Afp-ps----p3	1
￼	￼	Afp-ps----p3p	1
￼	￼	Afp-ps----p3s	1
￼	￼	Afp-ps----s1	1
￼	￼	Afp-ps----s1p	1
￼	￼	Afp-ps----s1s	1
￼	￼	Afp-ps----s2	1
￼	￼	Afp-ps----s2p	1
￼	￼	Afp-ps----s2s	1
tulajdonosaira	tulajdonos	Afp-ps----s3	8
tisztségviselőire	tisztségviselő	Afp-ps----s3	8
rendezőire	rendező	Afp-ps----s3	8
látnivalóira	látnivaló	Afp-ps----s3	8
képviselőire	képviselő	Afp-ps----s3	8
￼	￼	Afp-ps----s3p	1
￼	￼	Afp-ps----s3s	1
tanítókhoz	tanító	Afp-pt	16
szavazókhoz	szavazó	Afp-pt	16
szaladókhoz	szaladó	Afp-pt	16
marokszedőkhöz	marokszedő	Afp-pt	16
lázadókhoz	lázadó	Afp-pt	16
￼	￼	Afp-pt------p	1
szabaddemokratákéhoz	szabaddemokrata	Afp-pt------s	2
kanokéhoz	kan	Afp-pt------s	2
￼	￼	Afp-pt----p1	1
￼	￼	Afp-pt----p1p	1
￼	￼	Afp-pt----p1s	1
￼	￼	Afp-pt----p2	1
￼	￼	Afp-pt----p2p	1
￼	￼	Afp-pt----p2s	1
￼	￼	Afp-pt----p3	1
￼	￼	Afp-pt----p3p	1
￼	￼	Afp-pt----p3s	1
ismerőseimhez	ismerős	Afp-pt----s1	1
￼	￼	Afp-pt----s1p	1
￼	￼	Afp-pt----s1s	1
￼	￼	Afp-pt----s2	1
￼	￼	Afp-pt----s2p	1
￼	￼	Afp-pt----s2s	1
vezetőihez	vezető	Afp-pt----s3	2
lakóihoz	lakó	Afp-pt----s3	2
￼	￼	Afp-pt----s3p	1
￼	￼	Afp-pt----s3s	1
￼	￼	Afp-pu	1
￼	￼	Afp-pu------p	1
￼	￼	Afp-pu------s	1
￼	￼	Afp-pu----p1	1
￼	￼	Afp-pu----p1p	1
￼	￼	Afp-pu----p1s	1
￼	￼	Afp-pu----p2	1
￼	￼	Afp-pu----p2p	1
￼	￼	Afp-pu----p2s	1
￼	￼	Afp-pu----p3	1
￼	￼	Afp-pu----p3p	1
￼	￼	Afp-pu----p3s	1
￼	￼	Afp-pu----s1	1
￼	￼	Afp-pu----s1p	1
￼	￼	Afp-pu----s1s	1
￼	￼	Afp-pu----s2	1
￼	￼	Afp-pu----s2p	1
￼	￼	Afp-pu----s2s	1
￼	￼	Afp-pu----s3	1
￼	￼	Afp-pu----s3p	1
￼	￼	Afp-pu----s3s	1
￼	￼	Afp-pw	1
￼	￼	Afp-pw------p	1
￼	￼	Afp-pw------s	1
￼	￼	Afp-pw----p1	1
￼	￼	Afp-pw----p1p	1
￼	￼	Afp-pw----p1s	1
￼	￼	Afp-pw----p2	1
￼	￼	Afp-pw----p2p	1
￼	￼	Afp-pw----p2s	1
￼	￼	Afp-pw----p3	1
￼	￼	Afp-pw----p3p	1
￼	￼	Afp-pw----p3s	1
￼	￼	Afp-pw----s1	1
￼	￼	Afp-pw----s1p	1
￼	￼	Afp-pw----s1s	1
￼	￼	Afp-pw----s2	1
￼	￼	Afp-pw----s2p	1
￼	￼	Afp-pw----s2s	1
￼	￼	Afp-pw----s3	1
￼	￼	Afp-pw----s3p	1
￼	￼	Afp-pw----s3s	1
