živome	živ	Af	13
ovakvu	ovakav	Pd-fsa	11
tolikoj	toliki	Pd-fsd	11
toj	taj	Pd-fsd	11
takvoj	takav	Pd-fsd	11
ovoj	ovaj	Pd-fsd	11
ovakvoj	ovakav	Pd-fsd	11
tolike	toliki	Pd-fsg	11
te	taj	Pd-fsg	11
takve	takav	Pd-fsg	11
ove	ovaj	Pd-fsg	11
ovakve	ovakav	Pd-fsg	11
tom	taj	Pd-fsi	11
tolikom	toliki	Pd-fsi	11
takvom	takav	Pd-fsi	11
ovom	ovaj	Pd-fsi	11
ovakvom	ovakav	Pd-fsi	11
tolikoj	toliki	Pd-fsl	11
toj	taj	Pd-fsl	11
takvoj	takav	Pd-fsl	11
ovoj	ovaj	Pd-fsl	11
ovakvoj	ovakav	Pd-fsl	11
tolika	toliki	Pd-fsn	11
ta	taj	Pd-fsn	11
takva	takav	Pd-fsn	11
ova	ovaj	Pd-fsn	11
ovakva	ovakav	Pd-fsn	11
ta	taj	Pd-md	2
ona	onaj	Pd-md	2
ona	onaj	Pd-mdn	1
tolike	toliki	Pd-mpa	11
te	taj	Pd-mpa	11
takve	takav	Pd-mpa	11
ove	ovaj	Pd-mpa	11
ovakve	ovakav	Pd-mpa	11
tolikim	toliki	Pd-mpd	22
tolikima	toliki	Pd-mpd	22
tim	taj	Pd-mpd	22
tima	taj	Pd-mpd	22
takvim	takav	Pd-mpd	22
tolikih	toliki	Pd-mpg	11
tih	taj	Pd-mpg	11
takvih	takav	Pd-mpg	11
ovih	ovaj	Pd-mpg	11
ovakvih	ovakav	Pd-mpg	11
tolikim	toliki	Pd-mpi	22
tolikima	toliki	Pd-mpi	22
tim	taj	Pd-mpi	22
tima	taj	Pd-mpi	22
takvim	takav	Pd-mpi	22
tolikim	toliki	Pd-mpl	22
tolikima	toliki	Pd-mpl	22
tim	taj	Pd-mpl	22
tima	taj	Pd-mpl	22
takvim	takav	Pd-mpl	22
toliki	toliki	Pd-mpn	11
ti	taj	Pd-mpn	11
takvi	takav	Pd-mpn	11
ovi	ovaj	Pd-mpn	11
ovakvi	ovakav	Pd-mpn	11
tolikog	toliki	Pd-msa	33
tolikoga	toliki	Pd-msa	33
toliki	toliki	Pd-msa	33
tog	taj	Pd-msa	33
toga	taj	Pd-msa	33
tomu	taj	Pd-msd	41
tom	taj	Pd-msd	41
tome	taj	Pd-msd	41
toliku	toliki	Pd-msd	41
tolikomu	toliki	Pd-msd	41
tolikog	toliki	Pd-msg	30
tolikoga	toliki	Pd-msg	30
tolika	toliki	Pd-msg	30
tog	taj	Pd-msg	30
toga	taj	Pd-msg	30
tolikim	toliki	Pd-msi	22
tolikime	toliki	Pd-msi	22
tim	taj	Pd-msi	22
time	taj	Pd-msi	22
takvim	takav	Pd-msi	22
tomu	taj	Pd-msl	41
tom	taj	Pd-msl	41
tome	taj	Pd-msl	41
toliku	toliki	Pd-msl	41
tolikomu	toliki	Pd-msl	41
toliki	toliki	Pd-msn	11
takav	takav	Pd-msn	11
taj	taj	Pd-msn	11
ovaki	ovaki	Pd-msn	11
ovakav	ovakav	Pd-msn	11
tolika	toliki	Pd-npa	11
ta	taj	Pd-npa	11
takva	takav	Pd-npa	11
ova	ovaj	Pd-npa	11
ovakva	ovakav	Pd-npa	11
tolikim	toliki	Pd-npd	22
tolikima	toliki	Pd-npd	22
tim	taj	Pd-npd	22
tima	taj	Pd-npd	22
takvim	takav	Pd-npd	22
tolikih	toliki	Pd-npg	11
tih	taj	Pd-npg	11
takvih	takav	Pd-npg	11
ovih	ovaj	Pd-npg	11
ovakvih	ovakav	Pd-npg	11
tolikim	toliki	Pd-npi	23
tolikima	toliki	Pd-npi	23
tim	taj	Pd-npi	23
tima	taj	Pd-npi	23
takvim	takav	Pd-npi	23
tolikim	toliki	Pd-npl	22
tolikima	toliki	Pd-npl	22
tim	taj	Pd-npl	22
tima	taj	Pd-npl	22
takvim	takav	Pd-npl	22
tolika	toliki	Pd-npn	11
ta	taj	Pd-npn	11
takva	takav	Pd-npn	11
ova	ovaj	Pd-npn	11
ovakva	ovakav	Pd-npn	11
to	taj	Pd-nsa	11
toliko	toliki	Pd-nsa	11
takvo	takav	Pd-nsa	11
ovo	ovaj	Pd-nsa	11
ovakvo	ovakav	Pd-nsa	11
tomu	taj	Pd-nsd	41
tom	taj	Pd-nsd	41
tome	taj	Pd-nsd	41
toliku	toliki	Pd-nsd	41
tolikomu	toliki	Pd-nsd	41
tolikog	toliki	Pd-nsg	30
tolikoga	toliki	Pd-nsg	30
tolika	toliki	Pd-nsg	30
tog	taj	Pd-nsg	30
toga	taj	Pd-nsg	30
tolikim	toliki	Pd-nsi	22
tolikime	toliki	Pd-nsi	22
tim	taj	Pd-nsi	22
time	taj	Pd-nsi	22
takvim	takav	Pd-nsi	22
tomu	taj	Pd-nsl	41
tom	taj	Pd-nsl	41
tome	taj	Pd-nsl	41
toliku	toliki	Pd-nsl	41
tolikomu	toliki	Pd-nsl	41
to	taj	Pd-nsn	12
toliko	toliki	Pd-nsn	12
tog	taj	Pd-nsn	12
takvo	takav	Pd-nsn	12
ovo	ovaj	Pd-nsn	12
svašta	svašta	Pg--sa	3
svakog	svako	Pg--sa	3
svakoga	svako	Pg--sa	3
svakome	svako	Pg--sd	1
svašta	svašta	Pg--sn	2
svako	svako	Pg--sn	2
svakih	svaki	Pg-fpg	1
svaku	svaki	Pg-fsa	1
svakoj	svaki	Pg-fsd	1
svake	svaki	Pg-fsg	1
svakom	svaki	Pg-fsi	1
svakoj	svaki	Pg-fsl	1
svaka	svaki	Pg-fsn	1
svakih	svaki	Pg-mpg	1
svakog	svaki	Pg-msa	3
svaki	svaki	Pg-msa	3
svačiji	svačiji	Pg-msa	3
svakom	svaki	Pg-msd	1
svakog	svaki	Pg-msg	2
svakoga	svaki	Pg-msg	2
svakim	svaki	Pg-msi	1
svakom	svaki	Pg-msl	1
svaki	svaki	Pg-msn	1
svako	svaki	Pg-nsa	1
svakom	svaki	Pg-nsd	1
svakog	svaki	Pg-nsg	1
svakom	svaki	Pg-nsl	1
svako	svaki	Pg-nsn	2
svačije	svačiji	Pg-nsn	2
nekoliko	nekolik	Pi	2
nečega	nešto	Pi	2
ponešto	ponešto	Pi--sa	10
nešto	nešto	Pi--sa	10
nešta	nešta	Pi--sa	10
nekog	neko	Pi--sa	10
nekoga	neko	Pi--sa	10
ponečemu	ponešto	Pi--sd	12
nekomu	neko	Pi--sd	12
nekom	neko	Pi--sd	12
nekome	neko	Pi--sd	12
nečemu	nešto	Pi--sd	12
ponečeg	ponešto	Pi--sg	16
ponečega	ponešto	Pi--sg	16
nekog	neko	Pi--sg	16
nekoga	neko	Pi--sg	16
nečeg	nešto	Pi--sg	16
ponečim	ponešto	Pi--si	16
ponečime	ponešto	Pi--si	16
nekim	neko	Pi--si	16
nekime	neko	Pi--si	16
nečim	nešto	Pi--si	16
ponečemu	ponešto	Pi--sl	16
ponečem	ponešto	Pi--sl	16
nekom	neko	Pi--sl	16
nekome	neko	Pi--sl	16
nečemu	nešto	Pi--sl	16
ponešto	ponešto	Pi--sn	8
nešto	nešto	Pi--sn	8
nešta	nešta	Pi--sn	8
neko	neko	Pi--sn	8
koješta	koješta	Pi--sn	8
poneke	poneki	Pi-fpa	11
pokoje	pokoji	Pi-fpa	11
nekolike	nekolik	Pi-fpa	11
nekoje	nekoji	Pi-fpa	11
neke	neki	Pi-fpa	11
ponekim	poneki	Pi-fpd	22
ponekima	poneki	Pi-fpd	22
pokojim	pokoji	Pi-fpd	22
pokojima	pokoji	Pi-fpd	22
nekolikim	nekolik	Pi-fpd	22
ponekih	poneki	Pi-fpg	11
pokojih	pokoji	Pi-fpg	11
nekolikih	nekolik	Pi-fpg	11
nekojih	nekoji	Pi-fpg	11
nekih	neki	Pi-fpg	11
ponekim	poneki	Pi-fpi	22
ponekima	poneki	Pi-fpi	22
pokojim	pokoji	Pi-fpi	22
pokojima	pokoji	Pi-fpi	22
nekolikim	nekolik	Pi-fpi	22
ponekim	poneki	Pi-fpl	22
ponekima	poneki	Pi-fpl	22
pokojim	pokoji	Pi-fpl	22
pokojima	pokoji	Pi-fpl	22
nekolikim	nekolik	Pi-fpl	22
poneke	poneki	Pi-fpn	11
pokoje	pokoji	Pi-fpn	11
nekolike	nekolik	Pi-fpn	11
nekoje	nekoji	Pi-fpn	11
neke	neki	Pi-fpn	11
poneku	poneki	Pi-fsa	11
pokoju	pokoji	Pi-fsa	11
neku	neki	Pi-fsa	11
nekoliku	nekolik	Pi-fsa	11
nekoju	nekoji	Pi-fsa	11
ponekoj	poneki	Pi-fsd	11
pokojoj	pokoji	Pi-fsd	11
nekolikoj	nekolik	Pi-fsd	11
nekojoj	nekoji	Pi-fsd	11
nekoj	neki	Pi-fsd	11
poneke	poneki	Pi-fsg	11
pokoje	pokoji	Pi-fsg	11
nekolike	nekolik	Pi-fsg	11
nekoje	nekoji	Pi-fsg	11
neke	neki	Pi-fsg	11
ponekom	poneki	Pi-fsi	11
pokojom	pokoji	Pi-fsi	11
nekom	neki	Pi-fsi	11
nekolikom	nekolik	Pi-fsi	11
nekojom	nekoji	Pi-fsi	11
ponekoj	poneki	Pi-fsl	11
pokojoj	pokoji	Pi-fsl	11
nekolikoj	nekolik	Pi-fsl	11
nekojoj	nekoji	Pi-fsl	11
nekoj	neki	Pi-fsl	11
poneka	poneki	Pi-fsn	11
pokoja	pokoji	Pi-fsn	11
nekolika	nekolik	Pi-fsn	11
nekoja	nekoji	Pi-fsn	11
neka	neki	Pi-fsn	11
neka	neki	Pi-mdn	1
poneke	poneki	Pi-mpa	11
pokoje	pokoji	Pi-mpa	11
nekolike	nekolik	Pi-mpa	11
nekoje	nekoji	Pi-mpa	11
neke	neki	Pi-mpa	11
ponekim	poneki	Pi-mpd	22
ponekima	poneki	Pi-mpd	22
pokojim	pokoji	Pi-mpd	22
pokojima	pokoji	Pi-mpd	22
nekolikim	nekolik	Pi-mpd	22
ponekih	poneki	Pi-mpg	11
pokojih	pokoji	Pi-mpg	11
nekolikih	nekolik	Pi-mpg	11
nekojih	nekoji	Pi-mpg	11
nekih	neki	Pi-mpg	11
ponekim	poneki	Pi-mpi	22
ponekima	poneki	Pi-mpi	22
pokojim	pokoji	Pi-mpi	22
pokojima	pokoji	Pi-mpi	22
nekolikim	nekolik	Pi-mpi	22
ponekim	poneki	Pi-mpl	22
ponekima	poneki	Pi-mpl	22
pokojim	pokoji	Pi-mpl	22
pokojima	pokoji	Pi-mpl	22
nekolikim	nekolik	Pi-mpl	22
poneki	poneki	Pi-mpn	11
pokoji	pokoji	Pi-mpn	11
nekoliki	nekolik	Pi-mpn	11
nekoji	nekoji	Pi-mpn	11
neki	neki	Pi-mpn	11
ponekog	poneki	Pi-msa	37
ponekoga	poneki	Pi-msa	37
poneki	poneki	Pi-msa	37
pokoji	pokoji	Pi-msa	37
pokojeg	pokoji	Pi-msa	37
poneku	poneki	Pi-msd	42
ponekomu	poneki	Pi-msd	42
ponekom	poneki	Pi-msd	42
ponekome	poneki	Pi-msd	42
pokomu	pokoji	Pi-msd	42
ponekog	poneki	Pi-msg	33
ponekoga	poneki	Pi-msg	33
poneka	poneki	Pi-msg	33
pokojeg	pokoji	Pi-msg	33
pokojega	pokoji	Pi-msg	33
ponekim	poneki	Pi-msi	18
ponekime	poneki	Pi-msi	18
pokojim	pokoji	Pi-msi	18
nekolikim	nekolik	Pi-msi	18
nekolikime	nekolik	Pi-msi	18
poneku	poneki	Pi-msl	42
ponekomu	poneki	Pi-msl	42
ponekom	poneki	Pi-msl	42
ponekome	poneki	Pi-msl	42
pokomu	pokoji	Pi-msl	42
poneki	poneki	Pi-msn	11
pokoji	pokoji	Pi-msn	11
nekolik	nekolik	Pi-msn	11
nekoji	nekoji	Pi-msn	11
neki	neki	Pi-msn	11
poneka	poneki	Pi-npa	11
pokoja	pokoji	Pi-npa	11
nekolika	nekolik	Pi-npa	11
nekoja	nekoji	Pi-npa	11
neka	neki	Pi-npa	11
ponekim	poneki	Pi-npd	22
ponekima	poneki	Pi-npd	22
pokojim	pokoji	Pi-npd	22
pokojima	pokoji	Pi-npd	22
nekolikim	nekolik	Pi-npd	22
ponekih	poneki	Pi-npg	11
pokojih	pokoji	Pi-npg	11
nekolikih	nekolik	Pi-npg	11
nekojih	nekoji	Pi-npg	11
nekih	neki	Pi-npg	11
ponekim	poneki	Pi-npi	22
ponekima	poneki	Pi-npi	22
pokojim	pokoji	Pi-npi	22
pokojima	pokoji	Pi-npi	22
nekolikim	nekolik	Pi-npi	22
ponekim	poneki	Pi-npl	22
ponekima	poneki	Pi-npl	22
pokojim	pokoji	Pi-npl	22
pokojima	pokoji	Pi-npl	22
nekolikim	nekolik	Pi-npl	22
poneka	poneki	Pi-npn	11
pokoja	pokoji	Pi-npn	11
nekolika	nekolik	Pi-npn	11
nekoja	nekoji	Pi-npn	11
neka	neki	Pi-npn	11
poneko	poneki	Pi-nsa	12
pokoje	pokoji	Pi-nsa	12
nešto	nešto	Pi-nsa	12
neko	neki	Pi-nsa	12
nekoliko	nekolik	Pi-nsa	12
poneku	poneki	Pi-nsd	42
ponekomu	poneki	Pi-nsd	42
ponekom	poneki	Pi-nsd	42
ponekome	poneki	Pi-nsd	42
pokomu	pokoji	Pi-nsd	42
ponekog	poneki	Pi-nsg	33
ponekoga	poneki	Pi-nsg	33
poneka	poneki	Pi-nsg	33
pokojeg	pokoji	Pi-nsg	33
pokojega	pokoji	Pi-nsg	33
ponekim	poneki	Pi-nsi	18
ponekime	poneki	Pi-nsi	18
pokojim	pokoji	Pi-nsi	18
nekolikim	nekolik	Pi-nsi	18
nekolikime	nekolik	Pi-nsi	18
poneku	poneki	Pi-nsl	42
ponekomu	poneki	Pi-nsl	42
ponekom	poneki	Pi-nsl	42
ponekome	poneki	Pi-nsl	42
pokomu	pokoji	Pi-nsl	42
poneko	poneki	Pi-nsn	12
pokoje	pokoji	Pi-nsn	12
neko	neko	Pi-nsn	12
neko	neki	Pi-nsn	12
nekoliko	nekolik	Pi-nsn	12
se	se	Pp---a	3
se	sebe	Pp---a	3
sebe	sebe	Pp---a	3
sebi	sebe	Pp---d	1
se	sebe	Pp---g	2
sebe	sebe	Pp---g	2
sobom	sebe	Pp---i	1
sebi	sebe	Pp---l	1
se	sebe	Pp-f	1
njih	one	Pp-fpg	1
ih	oni	Pp-mpa	1
ih	ona	Pp-npa	1
njega	ono	Pp-nsa	1
nas	mi	Pp1-pa	2
mas	mi	Pp1-pa	2
nam	mi	Pp1-pd	2
nama	mi	Pp1-pd	2
nas	mi	Pp1-pg	1
nama	mi	Pp1-pi	1
nama	mi	Pp1-pl	1
mi	mi	Pp1-pn	1
mene	ja	Pp1-sa	2
me	ja	Pp1-sa	2
mi	ja	Pp1-sd	3
meni	ja	Pp1-sd	3
jeni	ja	Pp1-sd	3
mene	ja	Pp1-sg	2
me	ja	Pp1-sg	2
mnom	ja	Pp1-si	2
mnome	ja	Pp1-si	2
meni	ja	Pp1-sl	1
ja	ja	Pp1-sn	1
vas	vi	Pp2-pa	1
vam	vi	Pp2-pd	2
vama	vi	Pp2-pd	2
vas	vi	Pp2-pg	1
vama	vi	Pp2-pi	1
vama	vi	Pp2-pl	1
vi	vi	Pp2-pn	1
vi	vi	Pp2-pv	1
te	ti	Pp2-sa	2
tebe	ti	Pp2-sa	2
ti	ti	Pp2-sd	2
tebi	ti	Pp2-sd	2
te	ti	Pp2-sg	2
tebe	ti	Pp2-sg	2
tobom	ti	Pp2-si	1
tebi	ti	Pp2-sl	1
ti	ti	Pp2-sn	1
ti	ti	Pp2-sv	1
ojih	one	Pp3fpa	3
njih	one	Pp3fpa	3
ih	one	Pp3fpa	3
njima	one	Pp3fpd	2
im	one	Pp3fpd	2
njih	one	Pp3fpg	2
ih	one	Pp3fpg	2
njima	one	Pp3fpi	1
njima	one	Pp3fpl	1
one	one	Pp3fpn	1
oju	ona	Pp3fsa	4
nju	ona	Pp3fsa	4
ju	ona	Pp3fsa	4
je	ona	Pp3fsa	4
ojoj	ona	Pp3fsd	4
njojzi	ona	Pp3fsd	4
njoj	ona	Pp3fsd	4
joj	ona	Pp3fsd	4
nje	ona	Pp3fsg	2
je	ona	Pp3fsg	2
njom	ona	Pp3fsi	2
njome	ona	Pp3fsi	2
njojzi	ona	Pp3fsl	2
njoj	ona	Pp3fsl	2
ona	ona	Pp3fsn	1
ojih	oni	Pp3mpa	4
njih	oni	Pp3mpa	4
i'	oni	Pp3mpa	4
ih	oni	Pp3mpa	4
ojima	oni	Pp3mpd	3
njima	oni	Pp3mpd	3
im	oni	Pp3mpd	3
ojih	oni	Pp3mpg	3
njih	oni	Pp3mpg	3
ih	oni	Pp3mpg	3
njima	oni	Pp3mpi	1
njima	oni	Pp3mpl	1
oni	oni	Pp3mpn	1
ojega	on	Pp3msa	4
nj	on	Pp3msa	4
njega	on	Pp3msa	4
ga	on	Pp3msa	4
ojemu	on	Pp3msd	3
njemu	on	Pp3msd	3
mu	on	Pp3msd	3
njega	on	Pp3msg	2
ga	on	Pp3msg	2
njim	on	Pp3msi	2
njime	on	Pp3msi	2
njemu	on	Pp3msl	2
njem	on	Pp3msl	2
on	on	Pp3msn	1
njih	ona	Pp3npa	2
ih	ona	Pp3npa	2
njima	ona	Pp3npd	2
im	ona	Pp3npd	2
njih	ona	Pp3npg	2
ih	ona	Pp3npg	2
njima	ona	Pp3npi	1
njima	ona	Pp3npl	1
ona	ona	Pp3npn	1
ono	ono	Pp3nsa	4
nj	ono	Pp3nsa	4
njega	ono	Pp3nsa	4
ga	ono	Pp3nsa	4
njemu	ono	Pp3nsd	2
mu	ono	Pp3nsd	2
njega	ono	Pp3nsg	2
ga	ono	Pp3nsg	2
njim	ono	Pp3nsi	2
njime	ono	Pp3nsi	2
njemu	ono	Pp3nsl	2
njem	ono	Pp3nsl	2
ono	ono	Pp3nsn	1
koliko	kolik	Pq	1
što	što	Pq--sa	5
Šta	šta	Pq--sa	5
šta	šta	Pq--sa	5
kog	ko	Pq--sa	5
koga	ko	Pq--sa	5
komu	ko	Pq--sd	5
kom	ko	Pq--sd	5
kome	ko	Pq--sd	5
čemu	što	Pq--sd	5
čemu	šta	Pq--sd	5
kog	ko	Pq--sg	6
koga	ko	Pq--sg	6
čeg	što	Pq--sg	6
čeg	šta	Pq--sg	6
čega	što	Pq--sg	6
kim	ko	Pq--si	6
kime	ko	Pq--si	6
čim	što	Pq--si	6
čim	šta	Pq--si	6
čime	što	Pq--si	6
kom	ko	Pq--sl	6
kome	ko	Pq--sl	6
čemu	što	Pq--sl	6
čemu	šta	Pq--sl	6
čem	što	Pq--sl	6
što	što	Pq--sn	4
Šta	šta	Pq--sn	4
šta	šta	Pq--sn	4
ko	ko	Pq--sn	4
koje	koji	Pq-fd	1
koje	koji	Pq-fdn	1
kolike	kolik	Pq-fpa	4
koje	koji	Pq-fpa	4
kakve	kakav	Pq-fpa	4
čije	čiji	Pq-fpa	4
kolikim	kolik	Pq-fpd	8
kolikima	kolik	Pq-fpd	8
kojim	koji	Pq-fpd	8
kojima	koji	Pq-fpd	8
kakvim	kakav	Pq-fpd	8
kolikih	kolik	Pq-fpg	4
kojih	koji	Pq-fpg	4
kakvih	kakav	Pq-fpg	4
čijih	čiji	Pq-fpg	4
kolikim	kolik	Pq-fpi	8
kolikima	kolik	Pq-fpi	8
kojim	koji	Pq-fpi	8
kojima	koji	Pq-fpi	8
kakvim	kakav	Pq-fpi	8
kolikim	kolik	Pq-fpl	8
kolikima	kolik	Pq-fpl	8
kojim	koji	Pq-fpl	8
kojima	koji	Pq-fpl	8
kakvim	kakav	Pq-fpl	8
kolike	kolik	Pq-fpn	6
koje	koji	Pq-fpn	6
koja	koji	Pq-fpn	6
kakve	kakav	Pq-fpn	6
čiji	čiji	Pq-fpn	6
koliku	kolik	Pq-fsa	4
koju	koji	Pq-fsa	4
kakvu	kakav	Pq-fsa	4
čiju	čiji	Pq-fsa	4
kolikoj	kolik	Pq-fsd	4
kojoj	koji	Pq-fsd	4
kakvoj	kakav	Pq-fsd	4
čijoj	čiji	Pq-fsd	4
kolike	kolik	Pq-fsg	4
koje	koji	Pq-fsg	4
kakve	kakav	Pq-fsg	4
čije	čiji	Pq-fsg	4
kolikom	kolik	Pq-fsi	4
kojom	koji	Pq-fsi	4
kakvom	kakav	Pq-fsi	4
čijom	čiji	Pq-fsi	4
kolikoj	kolik	Pq-fsl	4
kojoj	koji	Pq-fsl	4
kakvoj	kakav	Pq-fsl	4
čijoj	čiji	Pq-fsl	4
kolika	kolik	Pq-fsn	5
koja	koji	Pq-fsn	5
kakva	kakav	Pq-fsn	5
čija	čiji	Pq-fsn	5
čija	čija	Pq-fsn	5
koja	koji	Pq-md	1
kolike	kolik	Pq-mpa	4
koje	koji	Pq-mpa	4
kakve	kakav	Pq-mpa	4
čije	čiji	Pq-mpa	4
kolikim	kolik	Pq-mpd	8
kolikima	kolik	Pq-mpd	8
kojim	koji	Pq-mpd	8
kojima	koji	Pq-mpd	8
kakvim	kakav	Pq-mpd	8
kolikih	kolik	Pq-mpg	4
kojih	koji	Pq-mpg	4
kakvih	kakav	Pq-mpg	4
čijih	čiji	Pq-mpg	4
kolikim	kolik	Pq-mpi	8
kolikima	kolik	Pq-mpi	8
kojim	koji	Pq-mpi	8
kojima	koji	Pq-mpi	8
kakvim	kakav	Pq-mpi	8
kolikim	kolik	Pq-mpl	8
kolikima	kolik	Pq-mpl	8
kojim	koji	Pq-mpl	8
kojima	koji	Pq-mpl	8
kakvim	kakav	Pq-mpl	8
koliki	kolik	Pq-mpn	4
koji	koji	Pq-mpn	4
kakvi	kakav	Pq-mpn	4
čiji	čiji	Pq-mpn	4
kolikog	kolik	Pq-msa	14
kolikoga	kolik	Pq-msa	14
kolik	kolik	Pq-msa	14
koji	koji	Pq-msa	14
kojeg	koji	Pq-msa	14
komu	koji	Pq-msd	15
kom	koji	Pq-msd	15
kome	koji	Pq-msd	15
koliku	kolik	Pq-msd	15
kolikomu	kolik	Pq-msd	15
kolikog	kolik	Pq-msg	12
kolikoga	kolik	Pq-msg	12
kolika	kolik	Pq-msg	12
kojeg	koji	Pq-msg	12
kojega	koji	Pq-msg	12
kolikim	kolik	Pq-msi	6
kolikime	kolik	Pq-msi	6
kojim	koji	Pq-msi	6
kakvim	kakav	Pq-msi	6
kakvime	kakav	Pq-msi	6
komu	koji	Pq-msl	15
kom	koji	Pq-msl	15
kome	koji	Pq-msl	15
koliku	kolik	Pq-msl	15
kolikomu	kolik	Pq-msl	15
kolik	kolik	Pq-msn	4
koji	koji	Pq-msn	4
kakav	kakav	Pq-msn	4
čiji	čiji	Pq-msn	4
kolika	kolik	Pq-npa	5
koje	koji	Pq-npa	5
koja	koji	Pq-npa	5
kakva	kakav	Pq-npa	5
čija	čiji	Pq-npa	5
kolikim	kolik	Pq-npd	8
kolikima	kolik	Pq-npd	8
kojim	koji	Pq-npd	8
kojima	koji	Pq-npd	8
kakvim	kakav	Pq-npd	8
kolikih	kolik	Pq-npg	4
kojih	koji	Pq-npg	4
kakvih	kakav	Pq-npg	4
čijih	čiji	Pq-npg	4
kolikim	kolik	Pq-npi	8
kolikima	kolik	Pq-npi	8
kojim	koji	Pq-npi	8
kojima	koji	Pq-npi	8
kakvim	kakav	Pq-npi	8
kolikim	kolik	Pq-npl	8
kolikima	kolik	Pq-npl	8
kojim	koji	Pq-npl	8
kojima	koji	Pq-npl	8
kakvim	kakav	Pq-npl	8
kolika	kolik	Pq-npn	4
koja	koji	Pq-npn	4
kakva	kakav	Pq-npn	4
čija	čiji	Pq-npn	4
koliko	kolik	Pq-nsa	4
koje	koji	Pq-nsa	4
kakvo	kakav	Pq-nsa	4
čije	čiji	Pq-nsa	4
komu	koji	Pq-nsd	15
kom	koji	Pq-nsd	15
kome	koji	Pq-nsd	15
koliku	kolik	Pq-nsd	15
kolikomu	kolik	Pq-nsd	15
kolikog	kolik	Pq-nsg	12
kolikoga	kolik	Pq-nsg	12
kolika	kolik	Pq-nsg	12
kojeg	koji	Pq-nsg	12
kojega	koji	Pq-nsg	12
kolikim	kolik	Pq-nsi	6
kolikime	kolik	Pq-nsi	6
kojim	koji	Pq-nsi	6
kakvim	kakav	Pq-nsi	6
kakvime	kakav	Pq-nsi	6
komu	koji	Pq-nsl	15
kom	koji	Pq-nsl	15
kome	koji	Pq-nsl	15
koliku	kolik	Pq-nsl	15
kolikomu	kolik	Pq-nsl	15
koliko	kolik	Pq-nsn	4
koje	koji	Pq-nsn	4
kakvo	kakav	Pq-nsn	4
čije	čiji	Pq-nsn	4
njihovo	njihov	Ps	3
njeno	njen	Ps	3
njegovo	njegov	Ps	3
svoje	svoj	Ps--pa	1
njihova	njihov	Ps--s	1
vaše	vaš	Ps-fpa	8
tvoje	tvoj	Ps-fpa	8
svoje	svoj	Ps-fpa	8
njihove	njihov	Ps-fpa	8
njene	njen	Ps-fpa	8
vašim	vaš	Ps-fpd	16
vašima	vaš	Ps-fpd	16
tvojim	tvoj	Ps-fpd	16
tvojima	tvoj	Ps-fpd	16
svojim	svoj	Ps-fpd	16
vaših	vaš	Ps-fpg	8
tvojih	tvoj	Ps-fpg	8
svojih	svoj	Ps-fpg	8
njihovih	njihov	Ps-fpg	8
njenih	njen	Ps-fpg	8
vašim	vaš	Ps-fpi	16
vašima	vaš	Ps-fpi	16
tvojim	tvoj	Ps-fpi	16
tvojima	tvoj	Ps-fpi	16
svojim	svoj	Ps-fpi	16
vašim	vaš	Ps-fpl	16
vašima	vaš	Ps-fpl	16
tvojim	tvoj	Ps-fpl	16
tvojima	tvoj	Ps-fpl	16
svojim	svoj	Ps-fpl	16
vaše	vaš	Ps-fpn	8
tvoje	tvoj	Ps-fpn	8
svoje	svoj	Ps-fpn	8
njihove	njihov	Ps-fpn	8
njene	njen	Ps-fpn	8
vašu	vaš	Ps-fsa	8
tvoju	tvoj	Ps-fsa	8
svoju	svoj	Ps-fsa	8
njihovu	njihov	Ps-fsa	8
njenu	njen	Ps-fsa	8
vašoj	vaš	Ps-fsd	8
tvojoj	tvoj	Ps-fsd	8
svojoj	svoj	Ps-fsd	8
njihovoj	njihov	Ps-fsd	8
njenoj	njen	Ps-fsd	8
vaše	vaš	Ps-fsg	8
tvoje	tvoj	Ps-fsg	8
svoje	svoj	Ps-fsg	8
njihove	njihov	Ps-fsg	8
njene	njen	Ps-fsg	8
vašoj	vaš	Ps-fsi	8
tvojom	tvoj	Ps-fsi	8
svojom	svoj	Ps-fsi	8
njihovom	njihov	Ps-fsi	8
njenom	njen	Ps-fsi	8
vašom	vaš	Ps-fsl	9
tvojoj	tvoj	Ps-fsl	9
svojoj	svoj	Ps-fsl	9
njihovoj	njihov	Ps-fsl	9
njenoj	njen	Ps-fsl	9
vaša	vaš	Ps-fsn	8
tvoja	tvoj	Ps-fsn	8
svoja	svoj	Ps-fsn	8
njihova	njihov	Ps-fsn	8
njena	njen	Ps-fsn	8
vaše	vaš	Ps-mpa	8
tvoje	tvoj	Ps-mpa	8
svoje	svoj	Ps-mpa	8
njihove	njihov	Ps-mpa	8
njene	njen	Ps-mpa	8
vašim	vaš	Ps-mpd	16
vašima	vaš	Ps-mpd	16
tvojim	tvoj	Ps-mpd	16
tvojima	tvoj	Ps-mpd	16
svojim	svoj	Ps-mpd	16
vaših	vaš	Ps-mpg	8
tvojih	tvoj	Ps-mpg	8
svojih	svoj	Ps-mpg	8
njihovih	njihov	Ps-mpg	8
njenih	njen	Ps-mpg	8
vašim	vaš	Ps-mpi	16
vašima	vaš	Ps-mpi	16
tvojim	tvoj	Ps-mpi	16
tvojima	tvoj	Ps-mpi	16
svojim	svoj	Ps-mpi	16
vašim	vaš	Ps-mpl	16
